"","ID","Gene.symbol"
"8049934",8049934,"GAL3ST2"
"7972217",7972217,"SPRY2"
"7973369",7973369,"PSMB11"
"8130701",8130701,""
"7964484",7964484,"B4GALNT1"
"8109436",8109436,""
"7979943",7979943,"MAP3K9"
"7929012",7929012,"STAMBPL1"
"7899134",7899134,"CEP85"
"8114205",8114205,""
"8148270",8148270,"NDUFB9"
"7920506",7920506,"SHE"
"8168085",8168085,""
"7997735",7997735,"FOXL1"
"8098058",8098058,""
"7908672",7908672,"PKP1"
"8129637",8129637,"VNN2"
"8076355",8076355,"PMM1"
"8087380",8087380,"USP4"
"8023640",8023640,""
"8168657",8168657,"PCDH11Y///PCDH11X"
"8165752",8165752,"IL3RA"
"8176323",8176323,"IL3RA"
"8039013",8039013,"ZNF816-ZNF321P///ZNF321P"
"7952484",7952484,"TMEM218"
"7991080",7991080,"BNC1"
"8129218",8129218,"MCM9"
"8084382",8084382,"VWA5B2"
"8080911",8080911,"KBTBD8"
"8060805",8060805,"CHGB"
"8086607",8086607,"LTF"
"7939912",7939912,"TRIM48"
"7935123",7935123,"FRA10AC1"
"8060447",8060447,"TGM6"
"8036155",8036155,"PRODH2"
"7943314",7943314,"JRKL"
"8154285",8154285,"MLANA"
"8117447",8117447,"BTN2A2"
"8174281",8174281,""
"7974245",7974245,""
"7908591",7908591,""
"8074791",8074791,"MAPK1"
"8011680",8011680,"ALOX15"
"8006183",8006183,"SUZ12P1"
"7956399",7956399,""
"8154414",8154414,""
"8172800",8172800,"SPANXN5"
"7927874",7927874,""
"8126574",8126574,"YIPF3"
"8015124",8015124,"KRT20"
"8129087",8129087,""
"8145293",8145293,"ADAM28"
"8045806",8045806,""
"8022022",8022022,"LPIN2"
"8148304",8148304,"TRIB1"
"8080212",8080212,"GLYCTK"
"7965471",7965471,"UBE2N"
"7920271",7920271,"S100A4"
"8026490",8026490,"UCA1"
"8033043",8033043,"FUT6"
"8082523",8082523,"IFT122"
"8075401",8075401,"GAL3ST1"
"8092183",8092183,""
"7915910",7915910,"PDZK1IP1"
"8156319",8156319,"OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P"
"8052200",8052200,"TSPYL6"
"7984008",7984008,""
"7915743",7915743,"CCDC17"
"7954291",7954291,""
"8003773",8003773,"RAP1GAP2"
"8012000",8012000,""
"7912145",7912145,"TNFRSF9"
"7956639",7956639,"TSFM"
"8180221",8180221,""
"8078330",8078330,"RBMS3"
"7945232",7945232,"ADAMTS15"
"8166712",8166712,"FTH1P18"
"8101235",8101235,""
"8085244",8085244,"CIDEC"
"8007550",8007550,"NAGS"
"8030866",8030866,"FPR3"
"8071420",8071420,"SERPIND1"
"7952145",7952145,"HYOU1"
"7972805",7972805,"RAB20"
"8069876",8069876,"KRTAP19-8"
"8093150",8093150,""
"7920642",7920642,"MUC1"
"8115673",8115673,""
"7992789",7992789,"TNFRSF12A"
"8163716",8163716,"BRINP1"
"8022994",8022994,""
"8167645",8167645,"NUDT10"
"7935521",7935521,"AVPI1"
"8155383",8155383,"SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7"
"7898516",7898516,"ACTL8"
"8122537",8122537,"GRM1"
"7919038",7919038,"WARS2"
"7953450",7953450,"P3H3"
"8082442",8082442,""
"8035465",8035465,"ISYNA1"
"8116313",8116313,"C5orf60"
"8030148",8030148,"DHDH"
"8161471",8161471,"SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7"
"7936064",7936064,"NT5C2///NT5C2"
"8040530",8040530,"FKBP1B"
"7925753",7925753,""
"8117543",8117543,"HIST1H2AH"
"8174474",8174474,"ACSL4"
"7938669",7938669,"C11orf58"
"7937728",7937728,"TNNI2"
"8088848",8088848,"PDZRN3"
"7901466",7901466,"FAM159A"
"7965398",7965398,"KERA"
"8079131",8079131,"FAM198A"
"8143367",8143367,"SLC37A3"
"7969428",7969428,"UCHL3"
"8028514",8028514,"EIF3K"
"7965508",7965508,""
"7985066",7985066,"TMEM266"
"8085024",8085024,""
"7901611",7901611,"SSBP3-AS1"
"8046588",8046588,""
"8106098",8106098,"MAP1B"
"7950810",7950810,"SYTL2"
"8065730",8065730,"EIF2S2"
"8174755",8174755,"RHOXF1"
"8041197",8041197,"YPEL5"
"8103503",8103503,"TKTL2"
"7981013",7981013,"PRIMA1"
"8144036",8144036,"XRCC2"
"7929689",7929689,"MARVELD1"
"8113573",8113573,"TSSK1B"
"7902934",7902934,"BRDT"
"7962384",7962384,"ADAMTS20"
"8147145",8147145,"ATP6V0D2"
"8171201",8171201,""
"8039530",8039530,"ZNF784"
"8110618",8110618,"ARPP19"
"7967337",7967337,"ABCB9"
"7982088",7982088,"SNORD115-41"
"8016994",8016994,"RNF43"
"7952631",7952631,"TP53AIP1"
"7974870",7974870,"SNAPC1"
"8174779",8174779,"LAMP2"
"7911854",7911854,"TP73-AS1"
"8180406",8180406,"SPRR2G"
"8040142",8040142,"CPSF3"
"7950307",7950307,"UCP2"
"7938563",7938563,"ARNTL"
"8165907",8165907,""
"8116162",8116162,"PROP1"
"8043043",8043043,"DNAH6"
"8056734",8056734,"TLK1"
"8110688",8110688,"SLC9A3"
"8167449",8167449,"PLP2"
"8008819",8008819,"YPEL2"
"8013581",8013581,"IFT20"
"7997593",7997593,"ATP2C2"
"7977511",7977511,"TEP1"
"8000409",8000409,"HMGN2"
"7981732",7981732,"LOC102723407///IGHV4-31///IGHM///IGHD///IGHA2///LOC102723407///SKAP2///IGHA2///IGHA1///IGH"
"8069943",8069943,"URB1"
"7917612",7917612,"HFM1"
"8008629",8008629,"DGKE"
"8154416",8154416,"CCDC171"
"7940673",7940673,"GNG3"
"7993108",7993108,""
"7943707",7943707,"SKCG-1"
"8157534",8157534,"CNTRL"
"8007208",8007208,"HSPB9"
"8048896",8048896,""
"7964260",7964260,""
"7965681",7965681,"IKBIP"
"7944333",7944333,""
"8128934",8128934,""
"7922627",7922627,"NPHS2"
"8044605",8044605,"PAX8-AS1"
"8139699",8139699,"LINC01446"
"8180388",8180388,"NME2"
"7915178",7915178,"GJA9-MYCBP///GJA9"
"8149345",8149345,""
"8176910",8176910,"GOLGA2P3Y///GOLGA2P2Y"
"8177413",8177413,"GOLGA2P3Y///GOLGA2P2Y"
"8013109",8013109,""
"8010287",8010287,"C1QTNF1"
"7958305",7958305,"RFX4"
"8110183",8110183,"CDHR2"
"8017173",8017173,"TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P1-DHX40P1///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F"
"8028607",8028607,"IFNL2"
"7933498",7933498,"FAM170B"
"8139430",8139430,"PURB"
"7900235",7900235,"MACF1"
"8000200",8000200,"RRN3P1///RRN3P2///RRN3"
"7941608",7941608,""
"7934553",7934553,"ZNF503"
"8032637",8032637,"CACTIN"
"8152079",8152079,"PABPC1"
"7943195",7943195,""
"7959267",7959267,"P2RX4"
"7954551",7954551,"SMCO2"
"8045146",8045146,"MZT2B"
"8026418",8026418,""
"8011331",8011331,""
"8091009",8091009,"PIK3CB"
"8096718",8096718,"AIMP1"
"8168578",8168578,"UBE2DNL"
"8017547",8017547,"ICAM2"
"8006679",8006679,""
"8156519",8156519,"MIRLET7A1"
"8170260",8170260,"MAGEC3"
"8115158",8115158,"RPS14"
"8105596",8105596,"RGS7BP"
"7940187",7940187,"OR4D11"
"8145782",8145782,"MAK16"
"7997372",7997372,""
"8036045",8036045,"ZNF792"
"8074734",8074734,"FAM230B"
"8115041",8115041,"PDE6A"
"7944869",7944869,"SPA17"
"8112182",8112182,"MIER3"
"8078933",8078933,"MYRIP"
"8014487",8014487,"ACACA"
"8152742",8152742,"FER1L6-AS2"
"7942569",7942569,"SLCO2B1"
"8060368",8060368,""
"8163326",8163326,""
"7905406",7905406,"CGN"
"8007917",8007917,""
"8081107",8081107,""
"8037723",8037723,"IRF2BP1"
"8040426",8040426,""
"8009705",8009705,"OTOP2"
"8121031",8121031,"SLC35A1"
"8063869",8063869,"LOC105369209"
"8095832",8095832,""
"8016523",8016523,"GIP"
"8014925",8014925,"MED24"
"8107408",8107408,"KCNN2"
"8166619",8166619,"MAGEB4///MAGEB1"
"8167625",8167625,"CCNB3///BCOR"
"7922807",7922807,"COLGALT2"
"8033571",8033571,"KANK3"
"7953243",7953243,"NDUFA9"
"8055200",8055200,""
"8107092",8107092,""
"7941408",7941408,"SNX32"
"8101904",8101904,"ADH7"
"8041445",8041445,""
"8063536",8063536,"TFAP2C"
"8180273",8180273,"PCDHA12"
"7929525",7929525,"C10orf131"
"8013784",8013784,"MIR451A"
"8064831",8064831,""
"8157941",8157941,"ZBTB34"
"8080121",8080121,"TEX264"
"7917120",7917120,"USP33"
"8099924",8099924,""
"7973448",7973448,"DHRS4L1///DHRS4L2///DHRS4"
"8104499",8104499,"ANKRD33B"
"8077728",8077728,"EMC3-AS1"
"8101489",8101489,"FAM175A"
"7917794",7917794,""
"7906501",7906501,"ATP1A2"
"8034747",8034747,"C19orf67"
"8051985",8051985,""
"8165862",8165862,""
"8061373",8061373,"GZF1"
"8119243",8119243,"DNAH8"
"7972733",7972733,""
"8177834",8177834,"ATAT1"
"8081079",8081079,""
"8128001",8128001,"CGA"
"8045171",8045171,"IMP4"
"7980773",7980773,"CCDC88C"
"7982040",7982040,"SNORD115-43///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNRPN"
"7982042",7982042,"SNORD115-43///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNRPN"
"7982044",7982044,"SNORD115-43///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNRPN"
"8119874",8119874,"MAD2L1BP"
"8004938",8004938,""
"8117809",8117809,"HCG9"
"8177740",8177740,"HCG9"
"7934993",7934993,"NUDT9P1"
"8039010",8039010,"ZNF761///ZNF525///ZNF320///ZNF813///ZNF845///ZNF765///ZNF83///ZNF701///ZNF28"
"7969263",7969263,"HNRNPA1L2"
"8050656",8050656,""
"7993638",7993638,"TMC5"
"8172030",8172030,"FTH1P18"
"8156054",8156054,""
"8087337",8087337,"LAMB2"
"8124924",8124924,""
"7940028",7940028,"SERPING1"
"8170360",8170360,"FTH1P5///FTH1P3///FTH1"
"8031027",8031027,"MIR519A2///MIR520B"
"8095395",8095395,"UGT2B7"
"7903144",7903144,"SLC44A3"
"8155528",8155528,""
"7992021",7992021,"STUB1"
"7997247",7997247,"ZNRF1"
"8117408",8117408,"HIST1H2AE"
"8152976",8152976,"TMEM71"
"8005202",8005202,"SNORD49A"
"8112426",8112426,""
"8015206",8015206,"KRTAP2-3///KRTAP2-2///KRTAP2-4///KRTAP2-1"
"7986532",7986532,"OR4F15"
"8073114",8073114,"LOC100506472///TAB1"
"7915184",7915184,"RHBDL2"
"8136446",8136446,""
"8034416",8034416,""
"7972255",7972255,""
"7954006",7954006,"PTMA///PTMA"
"8170060",8170060,"CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3///CT45A8"
"8000748",8000748,"HIRIP3"
"7982868",7982868,"CHAC1"
"7939424",7939424,"API5"
"8141950",8141950,"RELN"
"8135363",8135363,"PIK3CG"
"7937713",7937713,"SYT8"
"8107208",8107208,"FER"
"8108040",8108040,""
"8144703",8144703,""
"7957549",7957549,"RN7SL737P"
"8128034",8128034,"AKIRIN2"
"7899350",7899350,"FAM76A"
"8085060",8085060,""
"8015087",8015087,"KRT27"
"8156253",8156253,"SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7"
"8013331",8013331,"B9D1"
"8059341",8059341,""
"7984567",7984567,""
"7945831",7945831,"OSBPL5"
"7964810",7964810,"MDM1"
"8176650",8176650,"VCX3B///VCY1B///VCX3A///VCX2///VCX///VCY"
"8177169",8177169,"VCX3B///VCY1B///VCX3A///VCX2///VCX///VCY"
"7899813",7899813,"RBBP4"
"8172195",8172195,""
"8112647",8112647,""
"7978653",7978653,"RALGAPA1"
"8176730",8176730,"RPS4Y2"
"8178754",8178754,"PRRT1"
"8179950",8179950,"PRRT1"
"8013356",8013356,""
"8160168",8160168,"FREM1"
"8172056",8172056,"RPGR"
"8032197",8032197,"CBARP"
"7977951",7977951,""
"8008609",8008609,"ANKFN1"
"8106252",8106252,"HEXB"
"7995350",7995350,""
"8043236",8043236,"GNLY"
"8110068",8110068,"C5orf47"
"8029541",8029541,"APOC4-APOC2///APOC4"
"8039378",8039378,"SYT5"
"7994565",7994565,"RRN3P1///RRN3P2///RRN3"
"7962181",7962181,""
"8013450",8013450,"LGALS9C///LGALS9B///LGALS9"
"8107574",8107574,""
"7917946",7917946,"PLPPR5"
"7900603",7900603,"LOC100129924"
"8141533",8141533,""
"7928959",7928959,"PTEN"
"7961540",7961540,"RERG"
"8089729",8089729,"IGSF11"
"8003448",8003448,"ANKRD11"
"7902808",7902808,"LINC01140"
"7928365",7928365,""
"8144481",8144481,"DEFB4B///DEFB4A"
"8149169",8149169,"DEFB4B///DEFB4A"
"7975203",7975203,"MPP5"
"7913187",7913187,"TMCO4"
"7947076",7947076,"PTPN5"
"8146357",8146357,"MCM4"
"7996012",7996012,"ARL2BP"
"7969370",7969370,""
"7939936",7939936,""
"8090803",8090803,"RAB6B"
"7970727",7970727,"CDX2"
"8042574",8042574,"OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E47P///OR7E12P///OR7E14P"
"7949327",7949327,"MAJIN"
"8050658",8050658,"ATAD2B"
"8076415",8076415,"SNORD13P1"
"7949588",7949588,"CD248"
"8146024",8146024,"ADAM32"
"7923027",7923027,"GLRX2"
"8031615",8031615,""
"7907986",7907986,"RGSL1"
"8059783",8059783,"NGEF"
"7899160",7899160,"CD52"
"8121895",8121895,"TRMT11"
"8171896",8171896,"CXorf21"
"7990253",7990253,"NPTN"
"8029996",8029996,"C19orf68"
"8148512",8148512,"FP248"
"7937073",7937073,"LINC01164"
"8096661",8096661,""
"7955297",7955297,"AQP5"
"8043197",8043197,"VAMP8"
"8150375",8150375,"ADAM3A"
"7922737",7922737,"SHCBP1L"
"8015179",8015179,"KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3"
"8019588",8019588,"KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3"
"7985662",7985662,"PDE8A"
"8142821",8142821,"KCP"
"8124018",8124018,""
"8144230",8144230,"ZNF596"
"7918847",7918847,"SIKE1"
"7956856",7956856,"MSRB3"
"8121683",8121683,""
"8049425",8049425,"SPP2"
"8050443",8050443,"SMC6"
"8044909",8044909,""
"7993831",7993831,""
"8008110",8008110,"HOXB-AS3"
"8110966",8110966,"FAM173B"
"8037433",8037433,"ZNF45"
"7971388",7971388,"SLC25A30"
"7930714",7930714,"ATRNL1"
"7946123",7946123,""
"8090690",8090690,"CPNE4"
"7926545",7926545,"PLXDC2"
"8139482",8139482,"SNORA5A"
"8012591",8012591,"DHRS7C"
"7940824",7940824,"NAA40"
"8056285",8056285,"IFIH1"
"7979741",7979741,""
"8027748",8027748,"FXYD3"
"8096554",8096554,""
"7905051",7905051,"PPIAL4C///PPIAL4A///PPIAL4G///PPIA"
"7919162",7919162,"PPIAL4C///PPIAL4A///PPIAL4G///PPIA"
"8013567",8013567,"LYRM9"
"8180264",8180264,"LYRM9"
"8068578",8068578,"DSCR10"
"8000003",8000003,"THUMPD1"
"7950990",7950990,"SLC36A4"
"8054790",8054790,""
"8031514",8031514,"ZNF865"
"7956001",7956001,"OR6C68"
"7914103",7914103,"AHDC1"
"8090555",8090555,"H1FX"
"7952274",7952274,"NECTIN1"
"7923778",7923778,"ELK4"
"8133122",8133122,"ASL"
"8060625",8060625,""
"8019108",8019108,"CEP131"
"7946988",7946988,"HPS5"
"8143279",8143279,"ZC3HAV1"
"7970513",7970513,"SKA3"
"7999304",7999304,"EEF2KMT"
"8176675",8176675,"XKRY2///XKRY"
"8177180",8177180,"XKRY2///XKRY"
"8089801",8089801,"GSK3B"
"8162652",8162652,"CTSV"
"8087925",8087925,"TNNC1"
"8004385",8004385,"NLGN2"
"8070321",8070321,"LOC400867"
"8123148",8123148,"MRPL18"
"8021113",8021113,"C18orf25"
"7925128",7925128,""
"7940884",7940884,"NUDT22///NUDT22"
"7961514",7961514,"MGP"
"8002939",8002939,""
"8001615",8001615,"CNGB1"
"8086689",8086689,"MYL3"
"7984298",7984298,"DIS3L"
"7979179",7979179,"ERO1A"
"7971400",7971400,"ERICH6B"
"8166355",8166355,"CNKSR2"
"7914550",7914550,"ZBTB8OS"
"8026729",8026729,"DDA1"
"7909815",7909815,"IARS2"
"7939173",7939173,"DEPDC7"
"8117207",8117207,"ALDH5A1"
"7922018",7922018,"ILDR2"
"7998668",7998668,"NOXO1"
"7989924",7989924,"SNAPC5"
"7945742",7945742,"TRPM5"
"8120860",8120860,"BCKDHB"
"8144995",8144995,"FGF17"
"8175434",8175434,"GPR101"
"7905492",7905492,"LCE3B"
"8170068",8170068,"CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3///CT45A8"
"8147079",8147079,"LRRCC1"
"7939463",7939463,"MIR129-2"
"8143597",8143597,"TCAF1"
"7938231",7938231,"PPFIBP2"
"7949264",7949264,"EHD1"
"7961281",7961281,"TAS2R50"
"8070988",8070988,"MCM3AP"
"7959856",7959856,"PIWIL1"
"8026385",8026385,""
"8172647",8172647,"PAGE1"
"8143110",8143110,"SLC13A4"
"7903407",7903407,"RNPC3///AMY2B"
"7906810",7906810,"DUSP12"
"8083707",8083707,"C3orf80"
"8174737",8174737,"NKAP"
"7978776",7978776,"MIS18BP1"
"8142718",8142718,"GRM8"
"7912133",7912133,"LOC100129476"
"7944035",7944035,"APOC3"
"8026405",8026405,"OR1I1"
"8151240",8151240,"PRDM14"
"8076813",8076813,"TBC1D22A-AS1"
"8111932",8111932,"CCL28"
"8001656",8001656,""
"7965673",7965673,""
"8041536",8041536,"CYP1B1-AS1"
"8064976",8064976,"DNAJC9"
"8000636",8000636,"NPIPB9///NPIPB5///NPIPB6///NPIPB3"
"8067834",8067834,""
"7997502",7997502,""
"8040473",8040473,"RHOB"
"8180261",8180261,"LILRA6"
"8015060",8015060,"KRT24"
"8129311",8129311,""
"8071332",8071332,"RANBP1"
"8088911",8088911,"ZNF717"
"8066754",8066754,"OCSTAMP"
"8132667",8132667,"ADCY1"
"8114425",8114425,"CDC25C"
"8081959",8081959,"STXBP5L"
"8128695",8128695,""
"8097947",8097947,""
"8031011",8031011,""
"7944739",7944739,"CRTAM"
"8089999",8089999,"KPNA1"
"7912898",7912898,"ATP13A2"
"7898967",7898967,"NCMAP"
"7918900",7918900,""
"7906728",7906728,"TOMM40L"
"8045795",8045795,"KCNJ3"
"8005657",8005657,""
"7929052",7929052,"IFIT3"
"7964640",7964640,""
"8118005",8118005,""
"8122554",8122554,"RAB32"
"8098556",8098556,"PRIMPOL"
"8099471",8099471,"FGFBP2"
"8095137",8095137,""
"8037197",8037197,"CXCL17"
"7912724",7912724,"ARHGEF19"
"7944262",7944262,"KMT2A"
"7990620",7990620,"TSPAN3"
"8001014",8001014,"PRSS36"
"7977749",7977749,"METTL3///METTL3"
"7942289",7942289,"RNF121"
"8045585",8045585,""
"8108706",8108706,"PCDHB17P"
"7908924",7908924,"PRELP"
"7965789",7965789,"ARL1"
"8112198",8112198,"ACTBL2"
"7931571",7931571,"ZNF511-PRAP1///PRAP1"
"8085772",8085772,""
"8069252",8069252,"PCBP3"
"8004842",8004842,"ARHGEF15"
"7940598",7940598,"LOC399900"
"8126016",8126016,""
"7964828",7964828,""
"7942693",7942693,"B3GNT6"
"8161774",8161774,"TRPM6"
"7911383",7911383,"C1orf159"
"7993114",7993114,"METTL22"
"8155501",8155501,""
"8127778",8127778,"FAM46A"
"7997875",7997875,"LINC00304"
"8059525",8059525,"TM4SF20"
"8091658",8091658,"CCNL1"
"8006345",8006345,"RHOT1"
"8072328",8072328,"SEC14L2"
"8155234",8155234,"ZCCHC7"
"8089851",8089851,"HGD"
"8093278",8093278,"HGD"
"8086218",8086218,""
"8137352",8137352,"SLC4A2"
"8030840",8030840,""
"8118822",8118822,""
"7982046",7982046,"SNORD115-44///SNORD115-43///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNORD115-2///SNORD115-1///SNRPN"
"8105645",8105645,""
"7997533",7997533,"OSGIN1"
"7980213",7980213,"PROX2"
"7915392",7915392,"HIVEP3"
"7985577",7985577,"ZSCAN2"
"8178826",8178826,"HLA-DQB2///HLA-DQB1"
"8180022",8180022,"HLA-DQB2///HLA-DQB1"
"7940473",7940473,"TMEM138"
"7982688",7982688,"BUB1B-PAK6///PAK6"
"7955852",7955852,"HOXC12"
"7939934",7939934,""
"8060599",8060599,"MRPS26"
"8069991",8069991,"TCP10L"
"7999614",7999614,"PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///PKD1P2///NPIPA1///PKD1"
"8117760",8117760,"HLA-F///HLA-B"
"7901135",7901135,"TMEM69"
"7965200",7965200,"CCDC59"
"8053366",8053366,"SUCLG1"
"8157761",8157761,"NEK6"
"7919562",7919562,""
"8043482",8043482,""
"8124262",8124262,"TDP2"
"8117640",8117640,"ZSCAN16"
"7978692",7978692,"SLC25A21"
"8083770",8083770,"OTOL1"
"8119198",8119198,"CMTR1"
"8015890",8015890,"PYY"
"7981375",7981375,""
"8045814",8045814,""
"7943517",7943517,""
"8141024",8141024,"BET1"
"8150138",8150138,"TEX15"
"8066590",8066590,"TNNC2"
"8175442",8175442,"LINC00889"
"8159385",8159385,"CCDC183"
"7925846",7925846,"IDI2-AS1"
"7967002",7967002,"PXN"
"8098958",8098958,"POLN"
"8076754",8076754,"PKDREJ"
"8042501",8042501,""
"7905220",7905220,"ECM1"
"7937986",7937986,"OR52J3"
"8052882",8052882,"ADD2"
"8098512",8098512,"TRAPPC11"
"8111892",8111892,"OXCT1"
"7927106",7927106,""
"8172399",8172399,""
"7918681",7918681,"RSBN1"
"8108627",8108627,"VTRNA1-1"
"8131614",8131614,"AHR"
"8105799",8105799,""
"8064676",8064676,"GFRA4"
"8005191",8005191,"LRRC75A-AS1"
"7950294",7950294,"COA4"
"7926609",7926609,"COMMD3-BMI1///BMI1///COMMD3-BMI1///BMI1"
"7980146",7980146,"NPC2"
"7952671",7952671,""
"7995330",7995330,""
"7938608",7938608,"SPON1"
"8133049",8133049,"ZNF107"
"7933469",7933469,"ARHGAP22"
"8140291",8140291,"LOC100101148///LOC541473///FKBP6"
"7910211",7910211,"PRSS38"
"7998965",7998965,""
"8002283",8002283,"TMED6"
"8004364",8004364,"TMEM95"
"8180376",8180376,"AKR1C1"
"7982204",7982204,"HMGN2"
"8077103",8077103,"TYMP"
"8069998",8069998,"C21orf59///C21orf59"
"8136934",8136934,"TAS2R41"
"7989251",7989251,""
"7984524",7984524,"PAQR5"
"7952897",7952897,"IQSEC3"
"7960947",7960947,"A2M"
"7919080",7919080,"NBPF7"
"8027416",8027416,"URI1"
"8084834",8084834,""
"7899018",7899018,"TMEM57"
"8113358",8113358,"ST8SIA4"
"8040290",8040290,""
"8042062",8042062,""
"8053735",8053735,"IGKC"
"7923885",7923885,"C1orf147"
"8102249",8102249,"ETNPPL"
"7933405",7933405,"AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4"
"7936050",7936050,"CYP17A1"
"7943193",7943193,""
"8050060",8050060,"TSSC1"
"8005814",8005814,"NLK"
"8127767",8127767,"ELOVL4"
"8065134",8065134,""
"7960134",7960134,"ZNF26"
"8170241",8170241,"SPANXB1"
"8170244",8170244,"SPANXB1"
"7906377",7906377,"MNDA"
"8150149",8150149,""
"8132415",8132415,""
"8110147",8110147,"SIMC1"
"8048749",8048749,"KCNE4"
"8175492",8175492,"ATP11C"
"8106475",8106475,""
"8022655",8022655,"AQP4"
"7942877",7942877,""
"7927773",7927773,""
"8008113",8008113,"CALCOCO2"
"8076307",8076307,"RANGAP1"
"8005141",8005141,"TTC19"
"7973116",7973116,"METTL17"
"7904086",7904086,"LRIG2"
"8068280",8068280,"IFNGR2"
"8144643",8144643,"GATA4"
"7954481",7954481,"SSPN"
"8110106",8110106,"HRH2"
"8178445",8178445,"PSORS1C2///PSORS1C1///CDSN"
"8005753",8005753,""
"7973156",7973156,"RNASE8"
"8169115",8169115,"NRK"
"8094355",8094355,""
"8018114",8018114,"SDK2"
"7917790",7917790,""
"7912808",7912808,"NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14"
"7897737",7897737,"DRAXIN"
"8111385",8111385,""
"7905862",7905862,"DCST1"
"8098745",8098745,"ZNF732"
"8001392",8001392,""
"7936856",7936856,"CHST15"
"7947270",7947270,"KCNA4"
"8074473",8074473,"CLDN5"
"7917597",7917597,""
"8177214",8177214,""
"8138043",8138043,""
"7949364",7949364,"CDCA5"
"8170282",8170282,"SPANXN4"
"8005433",8005433,""
"8026861",8026861,"B3GNT3"
"8036318",8036318,"ZNF566"
"7977571",7977571,"OSGEP"
"7967544",7967544,"SCARB1"
"8010783",8010783,"UTS2R"
"8159086",8159086,"ADAMTSL2"
"8103106",8103106,"LRBA"
"8004940",8004940,"ADPRM"
"8007043",8007043,"RAPGEFL1///RAPGEFL1"
"7910948",7910948,""
"7914516",7914516,"MTMR9LP"
"8119107",8119107,""
"8012397",8012397,"BORCS6"
"8142446",8142446,""
"8004255",8004255,"BCL6B"
"8117510",8117510,"HMGN4"
"8124926",8124926,"ATP6V1G2-DDX39B///DDX39B"
"7965573",7965573,"NTN4"
"8180239",8180239,""
"8155451",8155451,""
"8161556",8161556,""
"7917902",7917902,""
"7998015",7998015,"SPIRE2"
"8056798",8056798,"SP3"
"8135114",8135114,"CUX1"
"8040541",8040541,"FAM228A"
"7919856",7919856,"CERS2"
"8053795",8053795,""
"8043470",8043470,""
"8048717",8048717,"SGPP2"
"8070730",8070730,"DNMT3L"
"7971998",7971998,""
"7924663",7924663,"LEFTY1"
"8039034",8039034,"ZNF160"
"8144422",8144422,"LOC650293///OR7E125P///OR7E5P///OR7E91P///OR7E2P"
"8150101",8150101,""
"7915801",7915801,"POMGNT1"
"8082118",8082118,""
"8148553",8148553,"LY6K"
"8048489",8048489,"ANKZF1"
"8083576",8083576,"LEKR1"
"8019238",8019238,"OXLD1"
"8133625",8133625,"TRIM74///TRIM73///TRIM50"
"8156547",8156547,""
"8016412",8016412,""
"7980906",7980906,""
"8067495",8067495,"CABLES2"
"8161249",8161249,"SLC25A51"
"8086077",8086077,"CLASP2"
"8084880",8084880,"HES1"
"7939102",7939102,"ELP4"
