"","Gene.symbol","logFC","P.Value"
"8031297","1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1",0.515973662087911,0.00295325617548372
"8151471","MRPS28///TPD52",-0.333689722527474,0.00295919914271479
"8092931","",0.277256406593403,0.00296464970813961
"7993872","UQCRC2",-0.215397060439564,0.00297221767195531
"8043456","",0.893585068681316,0.00298262922985165
"8053715","",0.984188700549449,0.00299962306306224
"7934185","C10orf54",0.281819258241757,0.00302059096345417
"8039842","1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1",0.576639115384611,0.0030239369333863
"8101118","CXCL9",1.19254371428572,0.00304032033173488
"8069744","RWDD2B",-0.406963532967035,0.00304817494278047
"8005089","COX10",-0.173112890109891,0.00305013667087679
"8032782","TMIGD2",0.245211159340658,0.00305559257039117
"7922008","TADA1",-0.202771255494511,0.00306678730472983
"8129099","TSPYL1",-0.164466923076931,0.00306726886011145
"8138941","NT5C3A",-0.253622810439563,0.00308413772354495
"7928872","SNCG",0.187139587912086,0.00309036835045243
"8157233","HSDL2",-0.400725192307695,0.00310289866350924
"8167334","WAS",0.371897104395605,0.00310494999918383
"8001104","IGHV3-48///IGHV3-69-1///IGHV3OR16-7",1.41604833516483,0.00311468944405964
"8125556","HLA-DPA1",0.498186483516481,0.0031150938918438
"8178891","HLA-DPA1",0.498186483516481,0.0031150938918438
"7909954","DISP1",-0.241570296703301,0.00311702482644275
"7907859","",-0.273835554945055,0.00311874450390171
"7993267","TNFRSF17",0.619934780219779,0.00312140598024123
"8043446","",1.33126346153846,0.00313346364363138
"8050441","",0.320632170329668,0.00314002350909836
"8039896","1060P11.3///KIR2DS2///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1",0.487643673076922,0.00315772983132574
"7902874","LRRC8C",0.298540706043955,0.00317624758298038
"7902367","ACADM",-0.403552170329673,0.00317659827903957
"8017766","APOH",-1.0298515,0.00317742832020339
"8096733","SGMS2",-0.272110631868129,0.00317785410446256
"7976816","SNORD114-3",-0.632613200549452,0.00318295455705203
"7916616","CYP2J2",-0.337987346153849,0.00319800519980348
"8070269","DSCR3",-0.247894445054945,0.00320038181563588
"7960771","CD163L1",0.346595016483516,0.00320391239612216
"7906264","PEAR1",0.186737887362633,0.00322226431275172
"8015681","CCR10",0.233416499999998,0.00322853044988517
"8073032","TOMM22",-0.203155131868132,0.0032290712659584
"7973314","OXA1L",-0.160113379120883,0.0032300454683142
"8148325","",0.422577892857141,0.00325636016275396
"7918026","EXTL2",-0.262352206043959,0.00327005471308022
"7981720","IGHA1///SCFV///C14orf99///IGHV3-48///IGHV3-69-1",1.18993964560439,0.00327505085478657
"8125470","HLA-DOB",0.629343766483514,0.00329636099851121
"8085608","HACL1",-0.323617370879123,0.00330201794923947
"8157800","MIR181A2",0.25194202197802,0.00330667001568609
"8156240","CTSL3P",-0.576654870879123,0.00332070909459388
"8021727","CNDP2",-0.264650961538466,0.00332826554288952
"8035177","SLC35E1",-0.167031057692309,0.00333088329275187
"8121257","PRDM1",0.677486065934066,0.00333619367605266
"8143850","CDK5",-0.271970719780219,0.00334731056142764
"8007228","ATP6V0A1",-0.31539432692308,0.00335129663068996
"8132960","",-0.276003560439561,0.00335634473592267
"8009533","COG1",-0.178031901098906,0.00335768661085745
"8013450","LGALS9C///LGALS9B///LGALS9",0.443638414835165,0.00336413070456509
"7967987","MRPL57",-0.195868857142857,0.00337338382801145
"8054437","ANAPC1P1///ANAPC1",-0.247415461538464,0.00337393209616664
"8056812","OLA1",-0.205279810439563,0.00337918698614582
"7906330","CD1D",0.292430343406592,0.00338080358648722
"8060988","BTBD3",-0.226819041208792,0.00338223300117929
"8005029","MAP2K4",-0.257274189560443,0.00338331484537708
"8102065","BDH2",-0.325328538461541,0.00338740282374245
"8039859","KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1",0.419007975274724,0.00339990274795486
"8054837","C2orf76",-0.236874118131872,0.00340760513031994
"8117435","BTN3A2",0.486571978021976,0.00341354126188669
"8043423","",0.672860175824176,0.00342791034328861
"8092265","MRPL47",-0.264058178571434,0.00344145400958387
"8043443","",1.33587037637362,0.00344184471690089
"7981346","MOK",-0.238352175824175,0.00344431138449972
"8021716","TIMM21",-0.353444291208792,0.00345342097102029
"8000413","NSMCE1",-0.264482662087913,0.00345769297566152
"8031346","KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1",0.410434041208791,0.0034935760213589
"8062569","",0.297651538461536,0.00349715144166661
"8147447","PTDSS1",-0.241618884615383,0.00349871191052784
"7901601","MRPL37",-0.216337733516486,0.00351702016464265
"7909768","SPATA17",-0.348442815934066,0.00353800004736071
"8175844","IDH3G",-0.20670546703297,0.00355218037042208
"8092392","KLHL6",0.48140338186813,0.00357660735268492
"7931556","VENTX",0.216295329670326,0.00357751147550418
"7920114","THEM4",-0.209124115384622,0.0035790941768451
"8018288","ATP5H",-0.212560755494509,0.00357973580575156
"8149307","XKR6",0.168522189560439,0.00359933488487078
"7990029","",0.368176697802197,0.0036170773599141
"8179481","HLA-DRA///HLA-DQA1",0.370754010989003,0.00362642144261489
"8092534","TMEM41A",-0.247451362637367,0.00364148644447812
"8058849","MARCH4",0.277511906593405,0.00365566675897743
"8152962","LRRC6",-0.378460098901099,0.00367641066205861
"7901549","CPT2",-0.2690460467033,0.00368438094282689
"8067221","ZBP1",0.318823782967029,0.00369516908751947
"8056972","",0.244077186813185,0.00371645248170685
"8132897","LANCL2",-0.246210659340658,0.00372339117572948
"7986110","FES",0.204495659340656,0.00373233148105151
"8121015","CFAP206",-0.223099483516486,0.00373842435658769
"7910559","TSNAX-DISC1///DISC1",0.174857343406591,0.00373867351699533
"8160295","SCARNA8",0.253429972527472,0.00374302755360948
"8006812","PSMB3",-0.202378947802199,0.00376238846130661
"8031311","KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1",0.48961489285714,0.00377567396973228
"8081548","NECTIN3",-0.280525777472533,0.0038225011508672
"7921144","SH2D2A",0.292027969780219,0.00384046852644533
"7919637","HIST2H2BE",-0.287627013736264,0.00385153148451905
"8146930","TMEM70",-0.21378231868132,0.00385385955207988
"8004271","ACADVL",-0.188417958791211,0.00385418129505334
"8065510","NANP",-0.184078225274726,0.00385628886858765
"8009727","MRPL58",-0.230550598901104,0.00385647597211512
"8136932","",0.286958848901096,0.00386177170990403
"7922162","SLC19A2",-0.353301343406595,0.00386456970641635
"7982533","",0.192243947802197,0.00389457179951238
"8041031","BRE",-0.176429260989014,0.00393422150655174
"8016578","SLC35B1",-0.205904197802198,0.00394186598804679
"8180100","HLA-DPA1",0.46398184065934,0.00394631422509233
"8161513","PGM5P2///PGM5",0.338675307692307,0.00396696814627046
"8124911","HLA-C///HLA-B///HLA-B",0.25308634615384,0.00397576837601927
"8112570","MRPS27///MRPS27",-0.217443829670334,0.00397821180566901
"8100819","CSN2",0.202680016483514,0.00399094397365178
"8003217","EMC8///EMC8",-0.188204865384618,0.00400510586682071
"7969736","FARP1",-0.177235494505497,0.00401888342910145
"8044611","",0.692181785714284,0.00402219603615445
"8002992","C16orf46",-0.190793870879122,0.00402811818568582
"8081612","ABHD10",-0.37595685989011,0.00403875773155939
"8026424","CYP4F22",0.207421197802198,0.00404127823462535
"8031358","KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1",0.485382728021977,0.0040432804199269
"8117194","MRS2",-0.303128148351648,0.00404516128482727
"7974341","GNG2",0.360138016483516,0.00404805174837802
"7901135","TMEM69",-0.205122502747257,0.00405024735462856
"7903203","SNX7",-0.199385173076926,0.00407449104075977
"8179731","HLA-C///HLA-B///HLA-C///HLA-B",0.244960686813185,0.00408087260683044
"7980296","TMED10",-0.138593516483519,0.00411565615307556
"7964234","ATP5B",-0.202062637362641,0.00411657012064491
"8177788","HLA-H///HLA-F///HLA-E///HLA-B///HLA-A///HLA-A",0.303633351648353,0.00412056192366191
"8179103","HLA-H///HLA-F///HLA-E///HLA-B///HLA-A///HLA-A",0.303633351648353,0.00412056192366191
"8013747","PROCA1",0.232097936813183,0.00413376306321391
"8082408","SEC61A1",-0.143427747252751,0.00413896326961203
"8068350","",0.237505565934065,0.0041550148388789
"8169465","",0.263218634615381,0.004157237790404
"8009653","CD300A",0.40094714285714,0.00416456156935816
"7986561","",0.320360546703292,0.00416458626970548
"8061645","",0.364235098901099,0.00416915168676941
"8091867","BCHE",-0.637215851648353,0.00419018056979871
"8091422","WWTR1",-0.196846153846156,0.00420573803021775
"7997504","CDH13",0.624949684065932,0.00421056378549268
"8138485","",0.299585546703293,0.00424308371209748
"8161520","PGM5P2///PGM5",0.335620230769228,0.0042561740664512
"8089988","CCDC58",-0.267165739010988,0.004262024015185
