Gene.symbol,logFC,P.Value
SECTM1,0.592757486,1.30588418061624e-05
ADGRE5,0.553332921,1.32745809876591e-05
SH2D3C,0.294046629,1.33800890914742e-05
NHSL2,0.271294521,1.34365021605494e-05
ROBO4,0.430697736,1.35044259819351e-05
IL21R,0.385341879,1.42274854287965e-05
PIK3R5,0.4166289,1.47091479807476e-05
LINC00341,0.332343321,1.49836427469195e-05
APOBEC3C,0.552317836,1.55518348121554e-05
GRAPL///GRAP,0.385402236,1.55562482264509e-05
SLFN11,0.7272815,1.5570640218157e-05
TAP2,0.5085986,1.56864154380671e-05
ENTPD1,0.592147964,1.58567916615483e-05
SNORA3B,-0.286200357,1.58682231542954e-05
IL12RB1,0.410042843,1.59032900648468e-05
RHOH,0.739032421,1.60137797938545e-05
GPR132,0.547445179,1.60258845794791e-05
RUNX3,0.371836164,1.61391842104046e-05
LYPD5,0.444933679,1.61631847364046e-05
MPEG1,0.938535157,1.63364897320123e-05
HLA-H///HLA-G///HLA-A///HLA-A,0.279119143,1.64234759017042e-05
TRANK1,0.616400414,1.64972649204028e-05
SASH3,0.482930471,1.65304747089532e-05
GAS7,0.220363221,1.65806500691568e-05
TGM2,0.630225171,1.68368118625191e-05
CD160,0.700603493,1.74179407312894e-05
LPCAT3,-0.343285,1.7934071435677e-05
GNAI2,0.320125143,1.79736502283011e-05
CD200R1,0.5440506,1.83098988842229e-05
,0.480913057,1.87711803966257e-05
NOD1,0.247430579,1.87759609918229e-05
FYB,0.900192186,1.8990678177546e-05
SELE,0.9632596,1.9057510433219e-05
ZCCHC14,-0.297171893,1.92824828094951e-05
TSNAX-DISC1///DISC1,0.230228536,1.94920586305371e-05
TNFSF13B,0.691982264,1.95279526350411e-05
RAB31,0.50398595,1.95488901713412e-05
C1QC,0.955842929,1.95714961207081e-05
SPIC///SPIC,1.125056479,1.97258134522486e-05
ADCY7,0.474433271,2.00811749856672e-05
PSMB10,0.393060286,2.01229980749489e-05
KLHL6,0.650371536,2.1033867046749e-05
SIGLEC9,0.316215179,2.11185294597495e-05
GPR141,0.526923357,2.13090923134942e-05
,0.529157329,2.13462332491074e-05
,0.529157329,2.13462332491074e-05
EMILIN2,0.360619986,2.14103150235258e-05
VEGFC,0.282501986,2.15048470815341e-05
LILRA2,0.517224736,2.20181643460519e-05
PRSS50,-0.291375871,2.24274163123776e-05
,0.487724814,2.2543298680761e-05
HIST1H2BJ,0.223391964,2.30361139530367e-05
